region,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,28.465792,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,28.465792,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,29.330025,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,29.330025,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,30.207664,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,30.207664,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,31.101044,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,31.101044,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,32.010311,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,32.010311,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,32.935211,Total,,%,,,,Total
Bolivia,BO,BOL,68,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,32.935211,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,0,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,1.5321225,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,3.1429262,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,4.7680559,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,6.4077687,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,8.0625105,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,9.7204132,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,11.390465,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,13.073377,Total,,%,,,,Total
Bosnia and Herzegovina,BA,BIH,70,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,14.76949,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,20.13603,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,20.757555,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,21.375818,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,21.997469,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,22.622206,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,23.24996,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,23.880911,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,24.515005,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,25.152185,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,25.791847,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,26.43446,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,27.082516,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,28.161663,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,29.263271,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,30.38829,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,31.536169,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,32.706604,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,33.89994,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,35.115482,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,36.35392,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,37.604027,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,35.090179,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,35.768467,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,36.474854,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,37.172806,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,37.863113,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,38.545135,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,39.218956,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,39.884995,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,40.543301,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,42.702148,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,44.900486,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,47.137249,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,49.412903,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,51.726688,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,54.07753,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,56.464962,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,58.887917,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,61.345913,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,63.135086,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,64.929596,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,66.729439,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,65.973915,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,66.039955,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,66.055473,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,66.460258,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,66.865036,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,67.069115,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,67.27375,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,67.494751,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,67.713348,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,67.929337,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,68.142914,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,68.350204,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,68.531189,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,68.709869,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,68.88604,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,69.060097,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,69.23185,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,69.403137,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,69.574379,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,69.745377,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,69.761856,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,16.2843,Total,,%,,,,Total
Cayman Islands,KY,CYM,136,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,16.2843,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,.048014011,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,.047456451,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,.046897292,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,.046434153,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,.046158642,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,.045077134,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,.044021044,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,.04298909,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,.041977856,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,.040985197,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,.040010028,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,.039049387,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,.038102321,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,.037166998,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,.036240902,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,.035323299,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,.03441342,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,.033508379,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,.03260766,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,.031710103,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,.030814651,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,.18964359,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,.1885705,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,.1874806,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,.18638766,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,.18528472,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,.18417177,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,.18304881,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,.1819219,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,.18077879,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,.1813063,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,.18180238,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,.18226385,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,.18269293,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,.18307982,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,.18342026,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,.18371496,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,.18395856,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,.1841453,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,.18427424,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,.18433328,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,.18432562,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,44.72261,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,45.052437,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,45.36166,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,45.590439,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,47.103436,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,48.628334,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,50.166489,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,51.716953,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,53.280693,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,54.856728,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,56.445007,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,58.046574,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,59.660362,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,61.2869,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,62.926174,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,64.578201,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,66.245934,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2017,67.930161,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2018,69.631096,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2019,71.348335,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2020,72.782547,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2000,10.108875,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2001,10.45409,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2002,11.286825,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2003,13.328197,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2004,15.522231,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2005,17.862997,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2006,20.332636,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2007,22.93088,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2008,25.661081,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2009,28.516132,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2010,31.493046,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2011,34.561787,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2012,37.728012,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2013,40.996708,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2014,44.365082,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2015,47.827545,Total,,%,,,,Total
China,CN,CHN,156,Proportion of population using sanitation facilities connected to sewer networks and with sewage treated to at least secondary levels,2016,51.379723,Total,,%,,,,Total
